Message;Average power(Watts);Average frecuenzy(GHz) ;Max power(Watts);Max frecuenzy(GHz) ;Min power(Watts);Min frecuenzy(GHz) ;C2 resident;C2 count;C2 latency;C1 resident;C1 count;C1 latency;C0 resident;C0 count;C0 latency;POLL resident;POLL count;POLL latency;time
1700000-threshold-110;57.32;1.63;58.11;1.67;55.22;1.54;;;;0.259;2840;2;18.062;;;0.001;178;0;11.25;
idle;49.65;1.36;51.88;1.47;47.64;1.28;;;;0.297;4684;2;4.726;;;0.001;178;0;20.00;
1700000-threshold-115;57.79;1.63;59.03;1.66;55.41;1.59;;;;0.327;3024;2;18.446;;;0.001;153;0;11.15;
idle;49.65;1.36;51.52;1.42;48.26;1.30;;;;0.339;5485;2;4.578;;;0.001;169;0;20.02;
1700000-threshold-120;57.30;1.61;58.05;1.66;55.58;1.45;;;;0.254;3191;2;18.209;;;0.001;139;0;12.03;
idle;49.05;1.36;51.97;1.51;47.17;1.30;;;;0.288;4576;2;4.811;;;0.000;149;0;20.02;
1700000-threshold-125;56.45;1.64;57.14;1.67;55.18;1.53;;;;0.303;2433;2;17.893;;;0.001;157;0;11.09;
idle;49.17;1.36;51.61;1.48;47.47;1.27;;;;0.381;5493;2;4.587;;;0.001;209;0;20.02;
1700000-threshold-130;57.25;1.63;58.08;1.67;54.91;1.52;;;;0.347;3817;2;18.328;;;0.002;948;0;11.44;
idle;49.50;1.36;51.28;1.44;48.23;1.31;;;;0.363;5855;2;4.676;;;0.001;220;0;20.01;
1700000-threshold-135;57.37;1.63;58.10;1.65;55.62;1.55;;;;0.270;2914;2;18.062;;;0.002;1082;0;11.19;
idle;49.33;1.35;51.11;1.45;47.56;1.27;;;;0.351;5587;2;4.577;;;0.001;168;0;20.02;
1700000-threshold-140;57.47;1.64;58.57;1.67;54.83;1.51;;;;0.303;3046;2;18.349;;;0.002;1001;0;10.97;
idle;49.66;1.38;51.53;1.45;48.28;1.24;;;;0.397;4860;2;5.028;;;0.001;169;0;20.01;
1700000-threshold-145;57.48;1.64;58.75;1.67;55.20;1.52;;;;0.313;2815;2;18.519;;;0.001;83;0;10.97;
idle;49.97;1.36;51.87;1.43;48.05;1.28;;;;0.322;4997;2;4.891;;;0.001;162;0;20.02;
1700000-threshold-150;57.65;1.64;58.93;1.68;56.24;1.55;;;;0.249;2881;2;18.511;;;0.001;107;0;10.67;
idle;49.93;1.36;51.30;1.44;48.46;1.26;;;;0.344;5031;2;4.693;;;0.001;197;0;20.02;
1700000-threshold-155;57.65;1.61;58.79;1.66;55.39;1.43;;;;0.283;2688;2;18.360;;;0.001;136;0;11.15;
idle;49.75;1.36;52.26;1.46;47.44;1.28;;;;0.358;4941;2;4.579;;;0.001;166;0;20.02;
1700000-threshold-160;57.60;1.65;58.48;1.68;55.46;1.62;;;;0.330;3337;2;18.831;;;0.003;1044;0;10.42;
idle;49.93;1.38;50.95;1.44;47.74;1.33;;;;0.344;5339;2;4.871;;;0.001;184;0;20.02;
1700000-threshold-165;56.52;1.64;57.19;1.67;55.37;1.56;;;;0.308;2642;2;18.775;;;0.002;1191;0;10.55;
idle;49.86;1.36;51.03;1.43;47.65;1.30;;;;0.346;5036;2;4.701;;;0.001;202;0;20.02;
1700000-threshold-170;56.70;1.64;57.54;1.68;54.73;1.52;;;;0.309;2846;2;18.758;;;0.003;1001;0;10.34;
idle;49.87;1.36;51.94;1.47;47.91;1.25;;;;0.372;4941;2;4.674;;;0.000;157;0;20.02;
1700000-threshold-175;57.67;1.64;58.72;1.68;55.65;1.59;;;;0.283;2313;2;18.695;;;0.001;93;0;10.04;
idle;50.02;1.36;52.36;1.45;47.63;1.29;;;;0.315;5157;2;4.740;;;0.001;202;0;20.02;
1700000-threshold-180;57.86;1.64;59.00;1.67;56.04;1.51;;;;0.347;2998;2;18.937;;;0.001;157;0;9.99;
idle;50.03;1.36;52.00;1.48;47.68;1.23;;;;0.277;4860;2;4.988;;;0.001;173;0;20.02;
1700000-threshold-185;57.58;1.64;58.85;1.67;56.07;1.59;;;;0.283;2547;2;18.883;;;0.002;959;0;10.21;
idle;49.58;1.36;51.67;1.41;48.08;1.30;;;;0.323;5165;2;4.644;;;0.001;442;0;20.02;
1700000-threshold-190;57.67;1.63;58.87;1.68;55.27;1.52;;;;0.299;2488;2;18.749;;;0.002;827;0;9.72;
idle;49.58;1.36;51.40;1.46;48.47;1.12;;;;0.309;4693;2;4.766;;;0.001;153;0;20.00;
1700000-threshold-195;57.79;1.64;58.94;1.67;55.59;1.56;;;;0.298;2737;2;19.071;;;0.001;71;0;9.76;
idle;54.35;1.50;56.40;1.63;48.52;1.34;;;;0.369;5385;2;9.708;;;0.002;671;0;20.02;
1700000-threshold-200;59.67;1.66;61.47;1.68;56.79;1.60;;;;0.562;3702;2;23.181;;;0.005;790;0;9.09;
idle;49.43;1.35;52.58;1.41;46.72;1.28;;;;0.319;5805;2;4.606;;;0.001;155;0;20.01;
1700000-threshold-205;57.87;1.65;58.71;1.68;56.64;1.59;;;;0.265;2352;2;18.997;;;0.003;1060;0;9.55;
idle;49.63;1.37;51.78;1.44;47.40;1.31;;;;0.383;6189;2;4.769;;;0.001;172;0;20.02;
1700000-threshold-210;57.97;1.65;59.14;1.68;55.73;1.58;;;;0.252;1965;2;19.102;;;0.001;140;0;9.17;
idle;49.58;1.35;51.72;1.45;47.53;1.24;;;;0.326;4849;2;4.650;;;0.001;136;0;20.02;
1700000-threshold-215;58.08;1.65;58.91;1.68;56.02;1.57;;;;0.319;2449;2;19.451;;;0.003;845;0;8.89;
idle;49.40;1.36;51.73;1.45;47.29;1.28;;;;0.327;4859;2;4.723;;;0.001;191;0;20.02;
1700000-threshold-220;58.28;1.65;59.22;1.68;55.44;1.58;;;;0.338;1627;2;19.273;;;0.001;148;0;9.00;
idle;49.67;1.37;52.01;1.46;47.58;1.28;;;;0.321;4882;2;4.752;;;0.001;186;0;20.00;
1700000-threshold-225;57.93;1.65;58.94;1.68;56.46;1.60;;;;0.345;2293;2;19.259;;;0.002;862;0;9.28;
idle;50.24;1.36;52.88;1.47;48.17;1.25;;;;0.315;4856;2;4.859;;;0.001;160;0;20.02;
1700000-threshold-230;58.20;1.66;59.65;1.68;56.00;1.61;;;;0.243;1958;2;19.591;;;0.001;126;0;8.74;
idle;49.56;1.34;52.49;1.45;47.22;1.28;;;;0.328;5405;2;4.682;;;0.000;131;0;20.00;
1700000-threshold-235;57.78;1.64;59.25;1.68;54.32;1.55;;;;0.267;2745;2;19.434;;;0.003;1062;0;9.29;
idle;49.59;1.36;50.93;1.44;48.24;1.29;;;;0.348;5317;2;4.652;;;0.001;173;0;20.02;
1700000-threshold-240;57.72;1.65;58.89;1.68;56.02;1.60;;;;0.220;2087;2;18.960;;;0.001;119;0;9.56;
idle;50.00;1.38;52.94;1.46;47.42;1.31;;;;0.319;5436;2;4.879;;;0.001;585;0;20.02;
1700000-threshold-245;57.93;1.65;58.82;1.68;55.09;1.54;;;;0.294;2219;2;19.419;;;0.003;661;0;8.83;
idle;50.07;1.36;51.49;1.44;47.55;1.30;;;;0.328;4948;2;4.912;;;0.001;162;0;20.02;
1700000-threshold-250;58.14;1.66;59.11;1.68;55.83;1.60;;;;0.271;2408;2;19.119;;;0.001;85;0;8.90;
idle;49.90;1.36;52.47;1.41;47.69;1.30;;;;0.333;4375;2;4.690;;;0.001;139;0;20.01;
1700000-threshold-255;57.00;1.65;57.75;1.68;55.08;1.51;;;;0.288;2223;2;19.236;;;0.001;77;0;8.87;
idle;49.51;1.36;50.94;1.42;46.63;1.28;;;;0.289;4880;2;4.650;;;0.001;169;0;20.02;
1700000-threshold-0;56.99;1.63;58.02;1.66;54.61;1.54;;;;0.282;2762;2;17.094;;;0.001;150;0;11.97;
idle;49.49;1.37;52.85;1.50;46.97;1.23;;;;0.307;4945;2;4.897;;;0.001;170;0;20.02;
1700000-threshold-5;56.47;1.63;57.09;1.66;55.01;1.56;;;;0.304;3235;2;17.876;;;0.001;144;0;11.71;
idle;49.99;1.35;52.27;1.47;47.72;1.26;;;;0.322;4788;2;4.768;;;0.001;179;0;20.01;
1700000-threshold-10;57.28;1.62;58.43;1.66;54.96;1.49;;;;0.213;2714;2;17.888;;;0.003;1449;0;11.43;
idle;49.71;1.36;51.52;1.41;47.98;1.29;;;;0.274;4846;2;4.698;;;0.001;164;0;20.00;
1700000-threshold-15;57.34;1.64;58.12;1.67;55.35;1.52;;;;0.240;3319;2;18.058;;;0.002;1077;0;11.63;
idle;49.57;1.35;52.18;1.48;47.57;1.24;;;;0.311;4970;2;4.829;;;0.000;139;0;20.02;
1700000-threshold-20;57.51;1.63;58.61;1.67;56.05;1.54;;;;0.248;3012;2;18.185;;;0.002;1094;0;11.72;
idle;49.25;1.35;51.80;1.45;47.56;1.28;;;;0.345;5013;2;4.819;;;0.001;166;0;20.00;
1700000-threshold-25;57.50;1.62;58.51;1.65;56.09;1.55;;;;0.264;2813;2;17.861;;;0.003;1079;0;11.58;
idle;49.95;1.37;51.55;1.48;48.39;1.31;;;;0.364;5196;2;4.867;;;0.001;183;0;20.02;
1700000-threshold-30;57.21;1.64;58.05;1.66;56.01;1.57;;;;0.294;2890;2;18.030;;;0.001;195;0;11.59;
idle;50.05;1.37;51.69;1.43;48.30;1.32;;;;0.370;5111;2;4.849;;;0.001;172;0;20.02;
1700000-threshold-35;57.13;1.63;58.13;1.66;55.01;1.54;;;;0.280;3038;2;18.140;;;0.003;1061;0;11.39;
idle;49.92;1.37;51.78;1.47;47.57;1.26;;;;0.297;5344;2;4.919;;;0.001;177;0;20.02;
1700000-threshold-40;57.11;1.64;58.00;1.68;55.17;1.51;;;;0.223;2138;2;17.777;;;0.001;126;0;11.74;
idle;49.80;1.37;51.98;1.45;46.91;1.30;;;;0.316;4618;2;4.807;;;0.001;158;0;20.02;
1700000-threshold-45;57.27;1.62;58.13;1.66;55.62;1.57;;;;0.247;2482;2;18.144;;;0.001;113;0;11.36;
idle;49.53;1.37;51.87;1.44;47.41;1.30;;;;0.349;5688;2;4.764;;;0.001;142;0;20.02;
1700000-threshold-50;57.51;1.65;58.64;1.67;56.19;1.57;;;;0.312;3039;2;18.309;;;0.001;138;0;11.48;
idle;49.55;1.36;51.07;1.42;48.21;1.29;;;;0.329;4968;2;4.592;;;0.001;194;0;20.02;
1700000-threshold-55;57.43;1.64;58.37;1.66;54.90;1.58;;;;0.281;2634;2;18.005;;;0.003;1011;0;11.64;
idle;49.89;1.37;51.84;1.51;48.14;1.29;;;;0.342;4864;2;5.003;;;0.001;558;0;20.02;
1700000-threshold-60;57.42;1.63;58.10;1.66;55.24;1.48;;;;0.340;2958;2;17.706;;;0.002;940;0;11.94;
idle;49.80;1.36;51.26;1.46;48.20;1.28;;;;0.292;5152;2;4.805;;;0.001;175;0;20.01;
1700000-threshold-65;56.46;1.62;57.65;1.65;54.29;1.55;;;;0.204;2378;2;17.977;;;0.002;790;0;11.64;
idle;49.83;1.36;51.87;1.42;48.17;1.30;;;;0.396;5367;2;4.815;;;0.001;199;0;20.02;
1700000-threshold-70;57.67;1.63;58.84;1.66;54.84;1.55;;;;0.269;2869;2;18.288;;;0.001;177;0;11.42;
idle;49.50;1.36;51.28;1.47;47.40;1.25;;;;0.343;5228;2;4.512;;;0.001;163;0;20.02;
1700000-threshold-75;56.48;1.62;57.21;1.66;54.68;1.52;;;;0.338;3594;2;18.385;;;0.002;1100;0;11.62;
idle;49.68;1.36;51.99;1.51;48.14;1.25;;;;0.294;4743;2;5.095;;;0.001;154;0;20.00;
1700000-threshold-80;57.62;1.62;59.00;1.66;55.33;1.56;;;;0.200;2557;2;18.309;;;0.001;129;0;11.41;
idle;49.04;1.35;50.76;1.41;47.35;1.25;;;;0.382;5083;2;4.544;;;0.001;140;0;20.02;
1700000-threshold-85;57.33;1.63;58.37;1.66;55.61;1.57;;;;0.294;3024;2;18.220;;;0.002;967;0;11.49;
idle;50.09;1.36;51.76;1.42;48.15;1.30;;;;0.332;4881;2;4.826;;;0.001;164;0;20.00;
1700000-threshold-90;56.34;1.63;56.95;1.66;54.65;1.58;;;;0.333;3187;2;18.191;;;0.001;142;0;11.38;
idle;49.81;1.36;52.17;1.43;47.70;1.25;;;;0.408;5404;2;4.678;;;0.001;210;0;20.01;
1700000-threshold-95;57.35;1.62;58.11;1.66;55.66;1.50;;;;0.332;2786;2;17.971;;;0.001;128;0;11.47;
idle;49.86;1.36;51.73;1.47;47.82;1.26;;;;0.329;4700;2;4.847;;;0.001;154;0;20.02;
1700000-threshold-100;57.44;1.63;58.70;1.66;56.13;1.53;;;;0.251;3042;2;18.209;;;0.001;148;0;11.33;
idle;49.78;1.36;52.24;1.44;47.39;1.22;;;;0.402;5230;2;4.660;;;0.001;172;0;20.02;
1700000-threshold-105;57.41;1.63;58.21;1.67;56.03;1.54;;;;0.274;3620;2;18.257;;;0.003;1204;0;11.40;
idle;49.69;1.36;52.49;1.48;46.16;1.25;;;;0.343;5617;2;4.688;;;0.001;250;0;20.02;
1700000-threshold-110;57.40;1.64;58.29;1.66;55.90;1.57;;;;0.217;2370;2;18.061;;;0.001;327;0;11.32;
idle;50.20;1.37;52.59;1.45;48.32;1.30;;;;0.370;5547;2;4.896;;;0.001;186;0;20.02;
1700000-threshold-115;57.50;1.63;58.89;1.66;55.74;1.55;;;;0.242;2714;2;18.504;;;0.002;1167;0;11.55;
idle;50.06;1.38;51.84;1.46;48.71;1.28;;;;0.350;5178;2;4.878;;;0.001;223;0;20.02;
1700000-threshold-120;57.08;1.64;58.21;1.67;54.85;1.52;;;;0.234;2722;2;17.676;;;0.002;887;0;11.54;
idle;49.87;1.37;52.44;1.43;47.67;1.32;;;;0.346;5651;2;4.704;;;0.001;192;0;20.01;
1700000-threshold-125;57.22;1.64;57.85;1.67;55.69;1.55;;;;0.250;2132;2;17.942;;;0.001;126;0;11.23;
idle;50.05;1.37;51.55;1.46;47.82;1.25;;;;0.374;5466;2;4.758;;;0.001;243;0;20.02;
1700000-threshold-130;57.36;1.63;58.27;1.66;55.65;1.56;;;;0.321;2518;2;18.201;;;0.001;113;0;11.25;
idle;49.73;1.36;51.91;1.46;48.64;1.14;;;;0.355;5019;2;4.743;;;0.000;111;0;20.02;
1700000-threshold-135;57.54;1.64;58.29;1.66;56.00;1.58;;;;0.335;2551;2;18.602;;;0.001;151;0;11.22;
idle;50.06;1.37;51.99;1.48;47.21;1.28;;;;0.251;4365;2;4.741;;;0.001;156;0;20.02;
1700000-threshold-140;57.59;1.64;59.08;1.68;55.50;1.54;;;;0.267;2315;2;18.323;;;0.001;87;0;10.99;
idle;50.28;1.36;52.12;1.46;48.34;1.25;;;;0.330;5341;2;4.822;;;0.001;172;0;20.02;
1700000-threshold-145;57.49;1.64;58.27;1.68;55.87;1.58;;;;0.314;3055;2;18.385;;;0.001;107;0;11.56;
idle;50.47;1.36;52.20;1.44;48.02;1.26;;;;0.321;5032;2;4.757;;;0.001;163;0;20.02;
1700000-threshold-150;57.50;1.63;58.90;1.67;54.74;1.52;;;;0.235;2387;2;18.211;;;0.001;206;0;11.33;
idle;50.58;1.37;52.99;1.48;49.23;1.28;;;;0.336;4396;2;4.909;;;0.001;142;0;20.02;
1700000-threshold-155;57.83;1.63;59.14;1.66;55.79;1.54;;;;0.231;2330;2;18.312;;;0.001;152;0;10.67;
idle;50.39;1.36;52.54;1.47;48.52;1.28;;;;0.336;4838;2;4.752;;;0.001;237;0;20.02;
1700000-threshold-160;57.80;1.63;59.79;1.66;55.76;1.55;;;;0.240;2613;2;18.621;;;0.002;1043;0;10.41;
idle;50.11;1.35;52.62;1.44;48.54;1.23;;;;0.349;5067;2;4.576;;;0.001;165;0;20.02;
1700000-threshold-165;57.69;1.64;58.91;1.68;55.82;1.56;;;;0.225;2259;2;18.447;;;0.001;142;0;10.32;
idle;50.58;1.35;52.68;1.50;48.34;1.23;;;;0.284;4794;2;4.811;;;0.001;488;0;20.02;
1700000-threshold-170;57.84;1.63;59.48;1.68;56.27;1.55;;;;0.293;2815;2;18.868;;;0.001;141;0;10.54;
idle;50.39;1.36;52.49;1.49;49.12;1.29;;;;0.348;4712;2;4.858;;;0.001;205;0;20.02;
1700000-threshold-175;57.65;1.64;58.58;1.66;55.49;1.59;;;;0.362;3448;2;18.597;;;0.003;1132;0;10.97;
idle;50.04;1.36;52.19;1.43;47.21;1.28;;;;0.341;4844;2;4.574;;;0.001;164;0;20.01;
1700000-threshold-180;57.71;1.63;58.91;1.68;56.26;1.52;;;;0.296;2131;2;18.765;;;0.001;109;0;10.14;
idle;49.73;1.36;51.64;1.44;46.69;1.29;;;;0.304;4525;2;4.520;;;0.001;150;0;20.02;
1700000-threshold-185;57.68;1.64;58.80;1.68;55.77;1.59;;;;0.273;1999;2;18.643;;;0.002;263;0;9.72;
idle;50.11;1.36;51.53;1.45;48.59;1.30;;;;0.310;5212;2;4.635;;;0.001;154;0;20.02;
1700000-threshold-190;58.11;1.65;59.80;1.68;55.53;1.56;;;;0.317;2677;2;19.166;;;0.002;880;0;9.99;
idle;50.20;1.37;52.02;1.47;48.81;1.30;;;;0.308;5517;2;4.803;;;0.001;175;0;20.02;
1700000-threshold-195;57.85;1.65;58.97;1.68;55.30;1.53;;;;0.295;2104;2;18.787;;;0.001;89;0;9.64;
idle;49.90;1.37;51.48;1.44;48.28;1.32;;;;0.321;4670;2;4.639;;;0.001;144;0;20.02;
1700000-threshold-200;57.69;1.64;59.09;1.67;54.13;1.52;;;;0.236;1966;2;18.767;;;0.001;104;0;9.96;
idle;50.68;1.36;52.28;1.44;49.51;1.29;;;;0.308;5051;2;4.828;;;0.001;123;0;20.02;
1700000-threshold-205;57.97;1.65;58.86;1.68;55.83;1.54;;;;0.319;2313;2;18.729;;;0.003;874;0;9.02;
idle;50.51;1.35;52.28;1.48;48.45;1.27;;;;0.378;5310;2;4.715;;;0.001;155;0;20.02;
1700000-threshold-210;57.95;1.65;59.36;1.67;55.95;1.60;;;;0.217;2296;2;19.392;;;0.001;127;0;8.78;
idle;50.31;1.36;52.63;1.48;48.05;1.27;;;;0.301;4661;2;4.841;;;0.000;117;0;20.02;
1700000-threshold-215;58.27;1.64;59.37;1.67;55.59;1.51;;;;0.324;2138;2;19.830;;;0.001;153;0;8.97;
idle;50.48;1.37;51.62;1.45;49.39;1.31;;;;0.299;5026;2;4.719;;;0.001;182;0;20.02;
1700000-threshold-220;58.11;1.65;59.31;1.68;55.70;1.57;;;;0.318;1941;2;19.507;;;0.001;78;0;9.30;
idle;50.14;1.36;52.36;1.48;47.98;1.25;;;;0.305;4916;2;4.708;;;0.001;181;0;20.02;
1700000-threshold-225;57.97;1.65;59.34;1.68;56.39;1.57;;;;0.286;2707;2;19.464;;;0.003;1179;0;9.39;
idle;49.90;1.36;51.46;1.44;48.57;1.26;;;;0.386;5316;2;4.645;;;0.001;252;0;20.02;
1700000-threshold-230;57.89;1.65;58.97;1.68;56.15;1.53;;;;0.280;1806;2;19.209;;;0.001;130;0;9.33;
idle;49.81;1.36;52.58;1.48;47.93;1.22;;;;0.362;5216;2;4.859;;;0.001;438;0;20.02;
1700000-threshold-235;58.29;1.65;60.08;1.68;55.56;1.51;;;;0.271;2199;2;21.083;;;0.001;132;0;9.16;
idle;54.38;1.56;55.24;1.61;53.74;1.50;;;;0.364;5151;2;10.602;;;0.001;149;0;20.02;
1700000-threshold-240;59.78;1.67;60.99;1.68;57.28;1.62;;;;0.351;2307;2;25.783;;;0.001;135;0;9.09;
idle;52.91;1.48;55.37;1.58;49.38;1.28;;;;0.342;5221;2;8.645;;;0.001;206;0;20.02;
1700000-threshold-245;57.53;1.64;58.32;1.67;55.17;1.55;;;;0.338;2835;2;18.720;;;0.003;1141;0;9.64;
idle;49.88;1.35;51.22;1.43;48.60;1.26;;;;0.347;4969;2;4.650;;;0.001;138;0;20.02;
1700000-threshold-250;57.83;1.64;59.53;1.68;56.09;1.57;;;;0.304;1957;2;19.312;;;0.001;105;0;9.16;
idle;49.82;1.37;51.88;1.49;47.54;1.30;;;;0.328;4507;2;4.875;;;0.001;203;0;20.02;
1700000-threshold-255;57.84;1.63;58.79;1.67;55.66;1.45;;;;0.268;1925;2;19.060;;;0.001;139;0;8.91;
idle;49.93;1.36;51.89;1.41;48.16;1.29;;;;0.329;5063;2;4.747;;;0.001;165;0;20.00;
1700000-threshold-0;57.21;1.62;58.04;1.66;55.74;1.51;;;;0.308;3058;2;17.053;;;0.003;1014;0;11.93;
idle;49.93;1.36;52.37;1.44;48.28;1.26;;;;0.343;5135;2;4.594;;;0.000;151;0;20.02;
1700000-threshold-5;57.71;1.63;58.43;1.65;56.15;1.57;;;;0.330;3084;2;18.529;;;0.002;1003;0;11.27;
idle;50.29;1.36;51.49;1.45;48.85;1.23;;;;0.318;5152;2;4.893;;;0.001;187;0;20.01;
1700000-threshold-10;57.55;1.63;59.01;1.67;55.33;1.54;;;;0.311;3425;2;18.481;;;0.003;1048;0;11.48;
idle;50.15;1.39;51.59;1.50;48.10;1.30;;;;0.344;5160;2;4.910;;;0.001;178;0;20.00;
1700000-threshold-15;57.37;1.64;58.47;1.67;55.35;1.58;;;;0.386;2853;2;17.958;;;0.002;1071;0;11.61;
idle;49.83;1.35;51.23;1.45;48.71;1.27;;;;0.359;4898;2;4.578;;;0.001;144;0;20.02;
1700000-threshold-20;57.62;1.64;58.41;1.66;55.19;1.60;;;;0.352;3635;2;18.457;;;0.001;144;0;11.57;
idle;50.01;1.36;51.84;1.44;47.30;1.30;;;;0.396;5105;2;4.749;;;0.001;168;0;20.02;
1700000-threshold-25;57.58;1.62;58.81;1.67;55.39;1.49;;;;0.329;2693;2;18.146;;;0.000;96;0;11.33;
idle;50.09;1.36;51.59;1.43;48.66;1.31;;;;0.434;4906;2;4.721;;;0.001;221;0;20.02;
1700000-threshold-30;57.44;1.63;58.23;1.66;55.48;1.58;;;;0.301;3079;2;18.452;;;0.002;1045;0;11.65;
idle;49.64;1.35;51.65;1.47;47.87;1.28;;;;0.319;4889;2;4.835;;;0.001;212;0;20.02;
1700000-threshold-35;57.26;1.62;57.78;1.66;55.88;1.47;;;;0.272;3072;2;18.137;;;0.002;1012;0;11.58;
idle;50.20;1.35;52.38;1.44;48.69;1.27;;;;0.360;5230;2;4.818;;;0.001;208;0;20.02;
1700000-threshold-40;57.45;1.63;58.15;1.67;55.39;1.59;;;;0.337;3221;2;18.505;;;0.001;139;0;11.38;
idle;49.89;1.35;51.66;1.41;48.36;1.24;;;;0.357;4764;2;4.697;;;0.001;171;0;20.00;
1700000-threshold-45;57.23;1.65;57.94;1.67;55.67;1.59;;;;0.275;2489;2;17.748;;;0.001;134;0;11.50;
idle;50.04;1.35;52.38;1.45;48.62;1.27;;;;0.350;5261;2;4.716;;;0.001;208;0;20.01;
1700000-threshold-50;57.58;1.63;58.91;1.66;55.99;1.57;;;;0.319;2385;2;18.557;;;0.001;134;0;11.37;
idle;50.17;1.36;52.63;1.48;48.21;1.28;;;;0.312;5718;2;5.129;;;0.001;217;0;20.00;
1700000-threshold-55;57.33;1.63;58.29;1.66;55.39;1.49;;;;0.230;2735;2;17.749;;;0.003;1206;0;11.88;
idle;50.09;1.36;51.96;1.43;48.45;1.30;;;;0.337;4605;2;4.717;;;0.000;135;0;20.02;
1700000-threshold-60;57.63;1.63;58.33;1.66;55.87;1.56;;;;0.289;2704;2;18.474;;;0.001;283;0;11.34;
idle;50.18;1.36;51.98;1.47;47.66;1.26;;;;0.363;5214;2;4.749;;;0.001;195;0;20.02;
1700000-threshold-65;57.41;1.62;58.13;1.66;55.25;1.55;;;;0.250;2730;2;18.055;;;0.002;857;0;11.51;
idle;50.09;1.37;52.13;1.50;48.21;1.25;;;;0.305;5276;2;4.894;;;0.001;162;0;20.02;
1700000-threshold-70;57.43;1.64;58.31;1.66;55.97;1.56;;;;0.237;3064;2;18.220;;;0.002;1148;0;11.91;
idle;49.90;1.36;51.38;1.42;48.02;1.29;;;;0.308;4536;2;4.646;;;0.001;174;0;20.02;
1700000-threshold-75;57.40;1.64;58.33;1.66;55.04;1.57;;;;0.256;2689;2;18.101;;;0.001;108;0;11.27;
idle;49.74;1.36;50.68;1.47;48.15;1.29;;;;0.380;5321;2;4.680;;;0.001;204;0;20.02;
1700000-threshold-80;57.30;1.63;58.33;1.66;55.11;1.53;;;;0.291;2804;2;18.035;;;0.002;955;0;11.95;
idle;49.29;1.35;51.15;1.40;47.57;1.24;;;;0.354;5199;2;4.531;;;0.001;178;0;20.02;
1700000-threshold-85;57.36;1.64;58.63;1.67;55.02;1.51;;;;0.266;3025;2;18.132;;;0.002;889;0;11.90;
idle;49.97;1.36;51.40;1.44;48.55;1.25;;;;0.326;5062;2;4.891;;;0.001;186;0;20.02;
1700000-threshold-90;57.53;1.64;58.54;1.67;56.02;1.60;;;;0.300;3134;2;18.507;;;0.003;1072;0;11.38;
idle;50.12;1.36;52.03;1.43;48.70;1.29;;;;0.375;4888;2;4.603;;;0.000;128;0;20.02;
1700000-threshold-95;57.40;1.62;58.18;1.65;56.11;1.55;;;;0.327;2811;2;18.025;;;0.001;123;0;11.65;
idle;49.03;1.36;50.41;1.45;47.53;1.27;;;;0.333;4962;2;4.476;;;0.001;215;0;20.02;
1700000-threshold-100;57.22;1.63;58.28;1.66;56.07;1.55;;;;0.293;2965;2;18.401;;;0.001;161;0;11.78;
idle;50.06;1.35;51.96;1.46;48.46;1.26;;;;0.382;4865;2;4.542;;;0.001;215;0;20.02;
1700000-threshold-105;57.46;1.63;58.29;1.67;55.49;1.51;;;;0.309;2757;2;18.034;;;0.001;170;0;11.44;
idle;49.88;1.37;52.61;1.49;47.89;1.23;;;;0.338;5311;2;4.920;;;0.001;198;0;20.02;
1700000-threshold-110;57.25;1.64;57.90;1.67;55.76;1.55;;;;0.260;3350;2;18.269;;;0.001;110;0;11.78;
idle;49.36;1.36;51.39;1.42;47.65;1.31;;;;0.332;4954;2;4.592;;;0.001;184;0;20.02;
1700000-threshold-115;57.20;1.63;57.96;1.66;55.27;1.56;;;;0.292;3147;2;18.148;;;0.001;195;0;11.97;
idle;49.83;1.35;51.64;1.44;47.71;1.28;;;;0.330;5032;2;4.828;;;0.001;170;0;20.02;
1700000-threshold-120;57.20;1.63;58.01;1.66;55.51;1.58;;;;0.243;2852;2;18.228;;;0.001;242;0;11.07;
idle;49.91;1.35;52.34;1.42;48.10;1.24;;;;0.368;5497;2;4.853;;;0.001;146;0;20.00;
1700000-threshold-125;57.44;1.64;58.76;1.66;55.80;1.56;;;;0.262;2408;2;18.353;;;0.001;96;0;11.30;
idle;50.43;1.39;52.51;1.48;48.24;1.28;;;;0.347;4976;2;5.085;;;0.001;197;0;20.02;
1700000-threshold-130;57.33;1.63;58.47;1.67;54.88;1.51;;;;0.378;3359;2;18.250;;;0.002;1053;0;11.52;
idle;49.81;1.36;50.72;1.40;48.11;1.27;;;;0.447;6021;2;4.768;;;0.001;456;0;20.02;
1700000-threshold-135;57.14;1.63;58.17;1.66;54.55;1.51;;;;0.251;2555;2;18.152;;;0.001;172;0;11.21;
idle;49.86;1.36;51.76;1.46;48.21;1.27;;;;0.390;5092;2;4.750;;;0.001;149;0;20.02;
1700000-threshold-140;57.25;1.63;58.63;1.67;55.07;1.52;;;;0.304;2217;2;17.943;;;0.001;117;0;11.20;
idle;50.16;1.38;51.45;1.44;48.15;1.31;;;;0.337;5729;2;4.777;;;0.001;193;0;20.02;
1700000-threshold-145;57.21;1.63;58.20;1.66;54.14;1.50;;;;0.280;2605;2;18.105;;;0.003;1025;0;11.52;
idle;49.61;1.37;51.55;1.45;47.57;1.28;;;;0.346;5145;2;4.849;;;0.001;197;0;20.00;
